timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-17T02:43:17,codecarbon,9154c63a-ba00-4ca5-ba85-649ff43c5905,2382.183264899999,0.015046854455761736,6.316413467203744e-06,42.5,42.43824051262986,11.87653684616089,0.02812296470597257,0.028164582809425992,0.00784942508007783,0.06413697259547638,Portugal,PRT,bragança,,,Windows-10-10.0.22631-SP0,3.11.9,2.5.1,22,Intel(R) Core(TM) Ultra 9 185H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-6.7577,41.8047,31.670764923095703,machine,N,1.0
